"idhod","hodnota","stapro_kod","pohlavi_cis","pohlavi_kod","vek_cis","vek_kod","vuzemi_cis","vuzemi_kod","casref_od","casref_do","stapro_txt","pohlavi_txt","vek_txt","vuzemi_txt"
"763514477","18.4979952902397","5411","102","2","7700","410065610066000","65","2103","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Brandýs nad Labem-Stará Boleslav"
"763514473","32.0494635011189","5411","102","1","7700","410045610046000","65","2103","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Brandýs nad Labem-Stará Boleslav"
"763514474","15.5123500028164","5411","102","1","7700","410065610066000","65","2103","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Brandýs nad Labem-Stará Boleslav"
"763514482","36.2447948777741","5411","102","2","7700","410045610046000","65","2104","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Čáslav"
"763514479","31.6205584163144","5411","102","1","7700","410045610046000","65","2104","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Čáslav"
"763514483","18.131155443292","5411","102","2","7700","410065610066000","65","2104","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Čáslav"
"763514478","75.3987018476366","5411","102","1","7700","400000600001000","65","2104","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Čáslav"
"763514480","15.2982550105981","5411","102","1","7700","410065610066000","65","2104","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Čáslav"
"763514481","80.2778884192382","5411","102","2","7700","400000600001000","65","2104","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Čáslav"
"763514487","82.1929920483898","5411","102","2","7700","400000600001000","65","2105","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Černošice"
"763514486","16.4511389531714","5411","102","1","7700","410065610066000","65","2105","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Černošice"
"763514485","33.2550395160118","5411","102","1","7700","410045610046000","65","2105","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Černošice"
"763514489","19.9053396958612","5411","102","2","7700","410065610066000","65","2105","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Černošice"
"763514484","76.79745172528","5411","102","1","7700","400000600001000","65","2105","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Černošice"
"763514488","38.0832546590668","5411","102","2","7700","410045610046000","65","2105","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Černošice"
"763514494","37.6298738402237","5411","102","2","7700","410045610046000","65","2106","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Český Brod"
"763514495","19.8239780278403","5411","102","2","7700","410065610066000","65","2106","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Český Brod"
"763514492","14.8734741399181","5411","102","1","7700","410065610066000","65","2106","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Český Brod"
"763514490","74.4343243472076","5411","102","1","7700","400000600001000","65","2106","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Český Brod"
"763514491","31.1132779984166","5411","102","1","7700","410045610046000","65","2106","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Český Brod"
"763514493","81.1857658511022","5411","102","2","7700","400000600001000","65","2106","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Český Brod"
"763514501","19.3795243640332","5411","102","2","7700","410065610066000","65","2107","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Dobříš"
"763514498","15.284415147478","5411","102","1","7700","410065610066000","65","2107","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Dobříš"
"763514496","76.1523552360058","5411","102","1","7700","400000600001000","65","2107","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Dobříš"
"763514499","81.1383944065666","5411","102","2","7700","400000600001000","65","2107","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Dobříš"
"763514500","37.1963539028915","5411","102","2","7700","410045610046000","65","2107","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Dobříš"
"763514497","32.396641046504","5411","102","1","7700","410045610046000","65","2107","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Dobříš"
"763514505","80.6258975436222","5411","102","2","7700","400000600001000","65","2108","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Hořovice"
"763514506","36.3880961524874","5411","102","2","7700","410045610046000","65","2108","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Hořovice"
"763514504","15.2441463589919","5411","102","1","7700","410065610066000","65","2108","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Hořovice"
"763514507","18.0981729105107","5411","102","2","7700","410065610066000","65","2108","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Hořovice"
"763514502","74.6876877702068","5411","102","1","7700","400000600001000","65","2108","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Hořovice"
"763514503","31.3232291251137","5411","102","1","7700","410045610046000","65","2108","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Hořovice"
"763514513","18.4583727951369","5411","102","2","7700","410065610066000","65","2109","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Kladno"
"763514511","80.5195704820401","5411","102","2","7700","400000600001000","65","2109","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Kladno"
"763514512","36.2354258616185","5411","102","2","7700","410045610046000","65","2109","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Kladno"
"763514508","74.9202646244205","5411","102","1","7700","400000600001000","65","2109","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Kladno"
"763514510","15.4128810763373","5411","102","1","7700","410065610066000","65","2109","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Kladno"
"763514509","31.4326222442876","5411","102","1","7700","410045610046000","65","2109","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Kladno"
"763514519","18.8215627479488","5411","102","2","7700","410065610066000","65","2110","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Kolín"
"763514517","81.0764975482592","5411","102","2","7700","400000600001000","65","2110","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Kolín"
"763514514","75.7061115126074","5411","102","1","7700","400000600001000","65","2110","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Kolín"
"763514515","32.1375122942657","5411","102","1","7700","410045610046000","65","2110","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Kolín"
"763514518","36.7043751512468","5411","102","2","7700","410045610046000","65","2110","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Kolín"
"763514516","15.8435316452384","5411","102","1","7700","410065610066000","65","2110","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Kolín"
"763514523","81.3627839199869","5411","102","2","7700","400000600001000","65","2111","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Kralupy nad Vltavou"
"763514520","75.5095904484289","5411","102","1","7700","400000600001000","65","2111","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Kralupy nad Vltavou"
"763514521","32.0265634966902","5411","102","1","7700","410045610046000","65","2111","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Kralupy nad Vltavou"
"763514522","15.6659444661311","5411","102","1","7700","410065610066000","65","2111","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Kralupy nad Vltavou"
"763514524","37.3049663214202","5411","102","2","7700","410045610046000","65","2111","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Kralupy nad Vltavou"
"763514525","19.1260984504809","5411","102","2","7700","410065610066000","65","2111","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Kralupy nad Vltavou"
"763514528","14.8582611242399","5411","102","1","7700","410065610066000","65","2112","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Kutná Hora"
"763514530","36.9940546916174","5411","102","2","7700","410045610046000","65","2112","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Kutná Hora"
"763514529","81.3946038682891","5411","102","2","7700","400000600001000","65","2112","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Kutná Hora"
"763514531","18.6255797598729","5411","102","2","7700","410065610066000","65","2112","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Kutná Hora"
"763514526","74.2968120745244","5411","102","1","7700","400000600001000","65","2112","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Kutná Hora"
"763514527","31.28147760119","5411","102","1","7700","410045610046000","65","2112","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Kutná Hora"
"763514536","36.1901991677148","5411","102","2","7700","410045610046000","65","2113","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Lysá nad Labem"
"763514537","17.6676581766339","5411","102","2","7700","410065610066000","65","2113","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Lysá nad Labem"
"763514533","31.887650545885","5411","102","1","7700","410045610046000","65","2113","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Lysá nad Labem"
"763514532","75.2423335000856","5411","102","1","7700","400000600001000","65","2113","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Lysá nad Labem"
"763514535","80.3834911250922","5411","102","2","7700","400000600001000","65","2113","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Lysá nad Labem"
"763514534","15.210243949586","5411","102","1","7700","410065610066000","65","2113","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Lysá nad Labem"
"763514538","74.7147556724885","5411","102","1","7700","400000600001000","65","2114","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Mělník"
"763514542","36.4918600243159","5411","102","2","7700","410045610046000","65","2114","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Mělník"
"763514541","80.6220487365335","5411","102","2","7700","400000600001000","65","2114","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Mělník"
"763514539","31.0792615096917","5411","102","1","7700","410045610046000","65","2114","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Mělník"
"763514540","14.8716362607036","5411","102","1","7700","410065610066000","65","2114","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Mělník"
"763514543","18.3813493912938","5411","102","2","7700","410065610066000","65","2114","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Mělník"
"763514545","33.5361071385446","5411","102","1","7700","410045610046000","65","2115","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Mladá Boleslav"
"763514544","77.0596006491138","5411","102","1","7700","400000600001000","65","2115","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Mladá Boleslav"
"763514547","81.6526070260765","5411","102","2","7700","400000600001000","65","2115","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Mladá Boleslav"
"763514548","37.5747519039275","5411","102","2","7700","410045610046000","65","2115","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Mladá Boleslav"
"763514549","19.6427843177703","5411","102","2","7700","410065610066000","65","2115","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Mladá Boleslav"
"763514546","16.9828119396242","5411","102","1","7700","410065610066000","65","2115","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Mladá Boleslav"
"763514551","31.0296259809062","5411","102","1","7700","410045610046000","65","2116","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Mnichovo Hradiště"
"763514555","18.5181084736825","5411","102","2","7700","410065610066000","65","2116","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Mnichovo Hradiště"
"763514550","74.8702810541648","5411","102","1","7700","400000600001000","65","2116","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Mnichovo Hradiště"
"763514553","81.1415945151925","5411","102","2","7700","400000600001000","65","2116","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Mnichovo Hradiště"
"763514554","36.909175182577","5411","102","2","7700","410045610046000","65","2116","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Mnichovo Hradiště"
"763514552","15.09969640052","5411","102","1","7700","410065610066000","65","2116","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Mnichovo Hradiště"
"763514561","17.7252749866555","5411","102","2","7700","410065610066000","65","2117","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Neratovice"
"763514560","35.5732200837429","5411","102","2","7700","410045610046000","65","2117","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Neratovice"
"763514559","79.7331685443625","5411","102","2","7700","400000600001000","65","2117","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Neratovice"
"763514556","75.4093961113613","5411","102","1","7700","400000600001000","65","2117","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Neratovice"
"763514558","16.2825479908501","5411","102","1","7700","410065610066000","65","2117","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Neratovice"
"763514557","32.5591182134693","5411","102","1","7700","410045610046000","65","2117","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Neratovice"
"763514563","31.3138443905397","5411","102","1","7700","410045610046000","65","2118","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Nymburk"
"763514565","80.5504807491408","5411","102","2","7700","400000600001000","65","2118","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Nymburk"
"763514567","18.2963352670759","5411","102","2","7700","410065610066000","65","2118","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Nymburk"
"763514564","14.914600745549","5411","102","1","7700","410065610066000","65","2118","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Nymburk"
"763514562","74.9485763576369","5411","102","1","7700","400000600001000","65","2118","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Nymburk"
"763514566","36.3351839651468","5411","102","2","7700","410045610046000","65","2118","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Nymburk"
"763514569","32.7142086793674","5411","102","1","7700","410045610046000","65","2119","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Poděbrady"
"763514568","76.1287899723933","5411","102","1","7700","400000600001000","65","2119","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Poděbrady"
"763514570","16.526021263322","5411","102","1","7700","410065610066000","65","2119","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Poděbrady"
"763514572","37.399051238811","5411","102","2","7700","410045610046000","65","2119","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Poděbrady"
"763514573","19.2244722796974","5411","102","2","7700","410065610066000","65","2119","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Poděbrady"
"763514571","81.4777353434275","5411","102","2","7700","400000600001000","65","2119","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Poděbrady"
"763514577","80.43708780937","5411","102","2","7700","400000600001000","65","2120","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Příbram"
"763514576","15.1133421622539","5411","102","1","7700","410065610066000","65","2120","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Příbram"
"763514575","31.7006839487917","5411","102","1","7700","410045610046000","65","2120","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Příbram"
"763514579","18.4654562061681","5411","102","2","7700","410065610066000","65","2120","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Příbram"
"763514574","75.1727641934371","5411","102","1","7700","400000600001000","65","2120","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Příbram"
"763514578","36.3751695620142","5411","102","2","7700","410045610046000","65","2120","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Příbram"
"763514583","80.5165136409353","5411","102","2","7700","400000600001000","65","2121","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Rakovník"
"763514584","36.4434518218191","5411","102","2","7700","410045610046000","65","2121","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Rakovník"
"763514582","15.0844178126874","5411","102","1","7700","410065610066000","65","2121","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Rakovník"
"763514581","31.3744379333381","5411","102","1","7700","410045610046000","65","2121","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Rakovník"
"763514585","18.2456883480433","5411","102","2","7700","410065610066000","65","2121","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Rakovník"
"763514580","74.8923496759379","5411","102","1","7700","400000600001000","65","2121","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Rakovník"
"763514589","82.1561562536847","5411","102","2","7700","400000600001000","65","2122","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Říčany"
"763514586","76.5842294279304","5411","102","1","7700","400000600001000","65","2122","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Říčany"
"763514588","15.9158187083731","5411","102","1","7700","410065610066000","65","2122","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Říčany"
"763514590","37.9248217487556","5411","102","2","7700","410045610046000","65","2122","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Říčany"
"763514587","32.8477148251249","5411","102","1","7700","410045610046000","65","2122","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Říčany"
"763514591","19.6753436454114","5411","102","2","7700","410065610066000","65","2122","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Říčany"
"763514597","18.6981133366512","5411","102","2","7700","410065610066000","65","2123","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Sedlčany"
"763514596","36.8086809879505","5411","102","2","7700","410045610046000","65","2123","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Sedlčany"
"763514592","75.484658522257","5411","102","1","7700","400000600001000","65","2123","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Sedlčany"
"763514595","80.7938150180533","5411","102","2","7700","400000600001000","65","2123","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Sedlčany"
"763514593","31.7402654970118","5411","102","1","7700","410045610046000","65","2123","2011-01-01","2015-12-31","Naděje dožití","muž","45 až 46 (více nebo rovno 45 a méně než 46)","Sedlčany"
"763514594","15.4894025704448","5411","102","1","7700","410065610066000","65","2123","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Sedlčany"
"763514601","80.3883285201276","5411","102","2","7700","400000600001000","65","2124","2011-01-01","2015-12-31","Naděje dožití","žena","0 až 1 (více nebo rovno 0 a méně než 1)","Slaný"
"763514602","36.4570062077416","5411","102","2","7700","410045610046000","65","2124","2011-01-01","2015-12-31","Naděje dožití","žena","45 až 46 (více nebo rovno 45 a méně než 46)","Slaný"
"763514603","18.6359893386182","5411","102","2","7700","410065610066000","65","2124","2011-01-01","2015-12-31","Naděje dožití","žena","65 až 66 (více nebo rovno 65 a méně než 66)","Slaný"
"763514600","15.2702888429537","5411","102","1","7700","410065610066000","65","2124","2011-01-01","2015-12-31","Naděje dožití","muž","65 až 66 (více nebo rovno 65 a méně než 66)","Slaný"
"763514598","74.1729213598488","5411","102","1","7700","400000600001000","65","2124","2011-01-01","2015-12-31","Naděje dožití","muž","0 až 1 (více nebo rovno 0 a méně než 1)","Slaný"
