"idhod","hodnota","duvernost","stapro_kod","stapro_txt","kat_cis","kat_kod","uzemiz_cis","uzemiz_kod","rok","uzemi_cis","uzemi_kod","uzemi_txt"
"760711824","22462","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40665","Jihlava"
"760681005","10980","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40673","Pelhřimov"
"761219900","7841","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40681","Třebíč"
"760711861","16420","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40690","Žďár nad Sázavou"
"760977969","23703","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40703","Blansko"
"760884214","256448","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40711","Brno-město"
"760884215","37771","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40720","Brno-venkov"
"760884216","85195","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40738","Břeclav"
"761119852","43525","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40746","Hodonín"
"760711862","12065","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40754","Vyškov"
"760718798","46527","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40762","Znojmo"
"760711863","9247","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40771","Jeseník"
"761253349","65631","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40789","Olomouc"
"761361744","7594","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40797","Prostějov"
"760703762","12987","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40801","Přerov"
"760973134","12536","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40819","Šumperk"
"760980011","9808","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40827","Kroměříž"
"760667144","15616","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40835","Uherské Hradiště"
"760674425","22377","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40843","Vsetín"
"760977970","60906","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40851","Zlín"
"760674426","12362","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40860","Bruntál"
"761371524","36068","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40878","Frýdek-Místek"
"760711864","7186","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40886","Karviná"
"761216904","18080","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40894","Nový Jičín"
"760697004","9327","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40908","Opava"
"760711865","74200","verejny","2654","Počet turistů","154","1","5898","17","2013","101","40916","Ostrava-město"
"760695252","5047956","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0101","Praha"
"761236779","46557","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0201","Střední Čechy - západ"
"761096902","93426","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0202","Střední Čechy - jih"
"761366413","46284","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0203","Střední Čechy - Polabí"
"760680887","274812","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0301","Jižní Čechy"
"761117642","74882","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0401","Šumava /Jihočeský kraj/"
"761117814","29289","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0402","Šumava /Plzeňský kraj/"
"760881362","21671","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0501","Český les - Domažlicko (Chodsko)"
"760695633","135708","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0502","Plzeňsko"
"760665209","526089","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0601","Západočeské lázně"
"761371219","24172","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0701","České středohoří a Žatecko"
"761358828","92635","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0702","Krušné hory a Podkrušnohoří"
"760665719","30418","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0703","České Švýcarsko"
"760878763","25778","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0801","Českolipsko"
"761252303","64229","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0802","Jizerské hory"
"760717891","41395","verejny","2654","Počet turistů","154","1","5898","17","2013","427","0901","Český ráj"
"760972894","212116","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1001","Krkonoše a Podkrkonoší"
"760978866","16564","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1101","Kladské pomezí"
"761356488","34979","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1102","Hradecko"
"761363934","13533","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1103","Orlické hory a Podorlicko (Královéhradecko)"
"761121767","9503","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1201","Orlické hory a Podorlicko (Východní Čechy)"
"760703046","21460","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1202","Pardubicko"
"760710762","3545","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1203","Chrudimsko - Hlinecko"
"760702815","5414","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1204","Králický Sněžník"
"760876248","13126","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1205","Českomoravské pomezí"
"760710703","67165","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1301","Vysočina"
"760680904","46527","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1401","Znojemsko a Podyjí"
"761216828","97472","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1402","Pálava a Lednicko - Valtický areál"
"760994079","44453","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1403","Slovácko (Jižní Morava)"
"760665674","292847","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1404","Brno a okolí"
"761000082","23935","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1405","Moravský kras a okolí"
"761356345","16157","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1501","Slovácko (Východní Morava)"
"760695242","9808","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1502","Kroměřížsko"
"761120777","60365","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1503","Zlínsko a Luhačovicko"
"760977854","22377","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1504","Valašsko"
"760878761","87977","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1601","Střední Morava"
"761241840","20018","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1602","Jeseníky - západ"
"761371170","37594","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1701","Beskydy - Valašsko"
"760665275","21107","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1702","Těšínské Slezsko"
"760672861","74032","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1703","Ostravsko"
"760717850","2801","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1704","Poodří - Moravské Kravařsko"
"760974881","9327","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1705","Opavské Slezsko"
"761361459","12362","verejny","2654","Počet turistů","154","1","5898","17","2013","427","1706","Jeseníky - východ"
"760881265","5047956","verejny","2654","Počet turistů","154","1","5898","17","2013","428","01","Praha"
"761366409","186267","verejny","2654","Počet turistů","154","1","5898","17","2013","428","02","Střední Čechy"
"760702867","274812","verejny","2654","Počet turistů","154","1","5898","17","2013","428","03","Jižní Čechy"
"760680850","104171","verejny","2654","Počet turistů","154","1","5898","17","2013","428","04","Šumava"
"760871258","157379","verejny","2654","Počet turistů","154","1","5898","17","2013","428","05","Plzeňsko a Český les"
"761366338","526089","verejny","2654","Počet turistů","154","1","5898","17","2013","428","06","Západočeské lázně"
"760695585","147225","verejny","2654","Počet turistů","154","1","5898","17","2013","428","07","Severozápadní Čechy"
"761361067","90007","verejny","2654","Počet turistů","154","1","5898","17","2013","428","08","Českolipsko a Jizerské hory"
"760999013","41395","verejny","2654","Počet turistů","154","1","5898","17","2013","428","09","Český ráj"
"760717670","212116","verejny","2654","Počet turistů","154","1","5898","17","2013","428","10","Krkonoše a Podkrkonoší"
"760998087","65076","verejny","2654","Počet turistů","154","1","5898","17","2013","428","11","Královéhradecko"
"761094778","53048","verejny","2654","Počet turistů","154","1","5898","17","2013","428","12","Východní Čechy"
"760695749","67165","verejny","2654","Počet turistů","154","1","5898","17","2013","428","13","Vysočina"
"760672926","505234","verejny","2654","Počet turistů","154","1","5898","17","2013","428","14","Jižní Morava"
"760665639","108707","verejny","2654","Počet turistů","154","1","5898","17","2013","428","15","Východní Morava"
"761235824","107995","verejny","2654","Počet turistů","154","1","5898","17","2013","428","16","Střední Morava a Jeseníky"
"761235800","157223","verejny","2654","Počet turistů","154","1","5898","17","2013","428","17","Severní Morava a Slezsko"
"761237834","85274","verejny","2654","Počet turistů","154","1","86","203","2013","65","2101","Benešov"
"760871738","27853","verejny","2654","Počet turistů","154","1","86","203","2013","65","2102","Beroun"
"760674154","19716","verejny","2654","Počet turistů","154","1","86","203","2013","65","2103","Brandýs nad Labem-Stará Boleslav"
"760687980","4879","verejny","2654","Počet turistů","154","1","86","203","2013","65","2104","Čáslav"
"761011045","41670","verejny","2654","Počet turistů","154","1","86","203","2013","65","2105","Černošice"
"760702623","3145","verejny","2654","Počet turistů","154","1","86","203","2013","65","2106","Český Brod"
"760680455","17930","verejny","2654","Počet turistů","154","1","86","203","2013","65","2107","Dobříš"
"761237753","4336","verejny","2654","Počet turistů","154","1","86","203","2013","65","2108","Hořovice"
"760886522","17043","verejny","2654","Počet turistů","154","1","86","203","2013","65","2109","Kladno"
"760666222","13521","verejny","2654","Počet turistů","154","1","86","203","2013","65","2110","Kolín"
"760998964","6524","verejny","2654","Počet turistů","154","1","86","203","2013","65","2111","Kralupy nad Vltavou"
"761115905","31196","verejny","2654","Počet turistů","154","1","86","203","2013","65","2112","Kutná Hora"
"760695745","","duverny","2654","Počet turistů","154","1","86","203","2013","65","2113","Lysá nad Labem"
"760874079","29911","verejny","2654","Počet turistů","154","1","86","203","2013","65","2114","Mělník"
"760703686","27566","verejny","2654","Počet turistů","154","1","86","203","2013","65","2115","Mladá Boleslav"
"760977832","16462","verejny","2654","Počet turistů","154","1","86","203","2013","65","2116","Mnichovo Hradiště"
"760868843","","duverny","2654","Počet turistů","154","1","86","203","2013","65","2117","Neratovice"
"760681102","25315","verejny","2654","Počet turistů","154","1","86","203","2013","65","2118","Nymburk"
"760884126","41783","verejny","2654","Počet turistů","154","1","86","203","2013","65","2119","Poděbrady"
"760711596","38226","verejny","2654","Počet turistů","154","1","86","203","2013","65","2120","Příbram"
"761098895","33851","verejny","2654","Počet turistů","154","1","86","203","2013","65","2121","Rakovník"
"760688853","63712","verejny","2654","Počet turistů","154","1","86","203","2013","65","2122","Říčany"
"761099952","34552","verejny","2654","Počet turistů","154","1","86","203","2013","65","2123","Sedlčany"
"760996135","10147","verejny","2654","Počet turistů","154","1","86","203","2013","65","2124","Slaný"
"760703687","14179","verejny","2654","Počet turistů","154","1","86","203","2013","65","2125","Vlašim"
"761120799","3625","verejny","2654","Počet turistů","154","1","86","203","2013","65","2126","Votice"
"761363906","7007","verejny","2654","Počet turistů","154","1","86","203","2013","65","3101","Blatná"
"761354096","90048","verejny","2654","Počet turistů","154","1","86","203","2013","65","3102","České Budějovice"
"761215955","224733","verejny","2654","Počet turistů","154","1","86","203","2013","65","3103","Český Krumlov"
"761356774","11434","verejny","2654","Počet turistů","154","1","86","203","2013","65","3104","Dačice"
"760871739","65076","verejny","2654","Počet turistů","154","1","86","203","2013","65","3105","Jindřichův Hradec"
"760674155","2492","verejny","2654","Počet turistů","154","1","86","203","2013","65","3106","Kaplice"
"760688854","15172","verejny","2654","Počet turistů","154","1","86","203","2013","65","3107","Milevsko"
"760874080","46010","verejny","2654","Počet turistů","154","1","86","203","2013","65","3108","Písek"
"760666223","34117","verejny","2654","Počet turistů","154","1","86","203","2013","65","3109","Prachatice"
"761096968","17782","verejny","2654","Počet turistů","154","1","86","203","2013","65","3110","Soběslav"
"761011535","30896","verejny","2654","Počet turistů","154","1","86","203","2013","65","3111","Strakonice"
"761001095","64013","verejny","2654","Počet turistů","154","1","86","203","2013","65","3112","Tábor"
"761094959","11516","verejny","2654","Počet turistů","154","1","86","203","2013","65","3113","Trhové Sviny"
"761132853","95365","verejny","2654","Počet turistů","154","1","86","203","2013","65","3114","Třeboň"
"760696700","8857","verejny","2654","Počet turistů","154","1","86","203","2013","65","3115","Týn nad Vltavou"
"760681103","61854","verejny","2654","Počet turistů","154","1","86","203","2013","65","3116","Vimperk"
"761218930","2483","verejny","2654","Počet turistů","154","1","86","203","2013","65","3117","Vodňany"
"761095846","5800","verejny","2654","Počet turistů","154","1","86","203","2013","65","3201","Blovice"
"760696701","21706","verejny","2654","Počet turistů","154","1","86","203","2013","65","3202","Domažlice"
"761214875","5584","verejny","2654","Počet turistů","154","1","86","203","2013","65","3203","Horažďovice"
"761096969","2133","verejny","2654","Počet turistů","154","1","86","203","2013","65","3204","Horšovský Týn"
"760884144","72913","verejny","2654","Počet turistů","154","1","86","203","2013","65","3205","Klatovy"
"760711651","23261","verejny","2654","Počet turistů","154","1","86","203","2013","65","3206","Kralovice"
"760703688","7215","verejny","2654","Počet turistů","154","1","86","203","2013","65","3207","Nepomuk"
"761010108","21812","verejny","2654","Počet turistů","154","1","86","203","2013","65","3208","Nýřany"
"761238932","86083","verejny","2654","Počet turistů","154","1","86","203","2013","65","3209","Plzeň"
"761098769","2941","verejny","2654","Počet turistů","154","1","86","203","2013","65","3210","Přeštice"
"760696879","24281","verejny","2654","Počet turistů","154","1","86","203","2013","65","3211","Rokycany"
"761120790","2550","verejny","2654","Počet turistů","154","1","86","203","2013","65","3212","Stod"
"761093907","16191","verejny","2654","Počet turistů","154","1","86","203","2013","65","3213","Stříbro"
"760666474","65333","verejny","2654","Počet turistů","154","1","86","203","2013","65","3214","Sušice"
"760689031","14326","verejny","2654","Počet turistů","154","1","86","203","2013","65","3215","Tachov"
"761097853","3748","verejny","2654","Počet turistů","154","1","86","203","2013","65","4101","Aš"
"761117920","54455","verejny","2654","Počet turistů","154","1","86","203","2013","65","4102","Cheb"
"760703766","79161","verejny","2654","Počet turistů","154","1","86","203","2013","65","4103","Karlovy Vary"
"760710658","5083","verejny","2654","Počet turistů","154","1","86","203","2013","65","4104","Kraslice"
"761356839","72973","verejny","2654","Počet turistů","154","1","86","203","2013","65","4105","Mariánské Lázně"
"760696880","32812","verejny","2654","Počet turistů","154","1","86","203","2013","65","4106","Ostrov"
"760696881","12763","verejny","2654","Počet turistů","154","1","86","203","2013","65","4107","Sokolov"
"760687940","3123","verejny","2654","Počet turistů","154","1","86","203","2013","65","4201","Bílina"
"760711826","40252","verejny","2654","Počet turistů","154","1","86","203","2013","65","4202","Děčín"
"760711827","24784","verejny","2654","Počet turistů","154","1","86","203","2013","65","4203","Chomutov"
"761221991","27760","verejny","2654","Počet turistů","154","1","86","203","2013","65","4204","Kadaň"
"761242974","23379","verejny","2654","Počet turistů","154","1","86","203","2013","65","4205","Litoměřice"
"761354170","13881","verejny","2654","Počet turistů","154","1","86","203","2013","65","4206","Litvínov"
"761361747","7714","verejny","2654","Počet turistů","154","1","86","203","2013","65","4207","Louny"
"760673000","4814","verejny","2654","Počet turistů","154","1","86","203","2013","65","4208","Lovosice"
"761119853","13831","verejny","2654","Počet turistů","154","1","86","203","2013","65","4209","Most"
"760886591","3693","verejny","2654","Počet turistů","154","1","86","203","2013","65","4210","Podbořany"
"760999108","11758","verejny","2654","Počet turistů","154","1","86","203","2013","65","4211","Roudnice nad Labem"
"760998191","22986","verejny","2654","Počet turistů","154","1","86","203","2013","65","4212","Rumburk"
"761219901","29817","verejny","2654","Počet turistů","154","1","86","203","2013","65","4213","Teplice"
"761366654","32211","verejny","2654","Počet turistů","154","1","86","203","2013","65","4214","Ústí nad Labem"
"760674375","12543","verejny","2654","Počet turistů","154","1","86","203","2013","65","4215","Varnsdorf"
"760674376","6821","verejny","2654","Počet turistů","154","1","86","203","2013","65","4216","Žatec"
"761119854","96695","verejny","2654","Počet turistů","154","1","86","203","2013","65","5101","Česká Lípa"
"760695746","23914","verejny","2654","Počet turistů","154","1","86","203","2013","65","5102","Frýdlant"
"760703767","71732","verejny","2654","Počet turistů","154","1","86","203","2013","65","5103","Jablonec nad Nisou"
"760689032","89114","verejny","2654","Počet turistů","154","1","86","203","2013","65","5104","Jilemnice"
"761121889","84561","verejny","2654","Počet turistů","154","1","86","203","2013","65","5105","Liberec"
"761217963","32638","verejny","2654","Počet turistů","154","1","86","203","2013","65","5106","Nový Bor"
"760666475","9948","verejny","2654","Počet turistů","154","1","86","203","2013","65","5107","Semily"
"761238933","114184","verejny","2654","Počet turistů","154","1","86","203","2013","65","5108","Tanvald"
"760871808","67195","verejny","2654","Počet turistů","154","1","86","203","2013","65","5109","Turnov"
"761120800","2882","verejny","2654","Počet turistů","154","1","86","203","2013","65","5110","Železný Brod"
"760876651","25072","verejny","2654","Počet turistů","154","1","86","203","2013","65","5201","Broumov"
"761219902","42615","verejny","2654","Počet turistů","154","1","86","203","2013","65","5202","Dobruška"
"760884195","25427","verejny","2654","Počet turistů","154","1","86","203","2013","65","5203","Dvůr Králové nad Labem"
"761358947","8139","verejny","2654","Počet turistů","154","1","86","203","2013","65","5204","Hořice"
"761097992","70288","verejny","2654","Počet turistů","154","1","86","203","2013","65","5205","Hradec Králové"
"760710659","4060","verejny","2654","Počet turistů","154","1","86","203","2013","65","5206","Jaroměř"
"760998192","80659","verejny","2654","Počet turistů","154","1","86","203","2013","65","5207","Jičín"
"760665892","6933","verejny","2654","Počet turistů","154","1","86","203","2013","65","5208","Kostelec nad Orlicí"
"760666476","45190","verejny","2654","Počet turistů","154","1","86","203","2013","65","5209","Náchod"
"761238934","12435","verejny","2654","Počet turistů","154","1","86","203","2013","65","5210","Nová Paka"
"761366281","2919","verejny","2654","Počet turistů","154","1","86","203","2013","65","5211","Nové Město nad Metují"
"760681451","2104","verejny","2654","Počet turistů","154","1","86","203","2013","65","5212","Nový Bydžov"
"761116928","41008","verejny","2654","Počet turistů","154","1","86","203","2013","65","5213","Rychnov nad Kněžnou"
"760884196","167836","verejny","2654","Počet turistů","154","1","86","203","2013","65","5214","Trutnov"
"761366655","199845","verejny","2654","Počet turistů","154","1","86","203","2013","65","5215","Vrchlabí"
"761218951","4092","verejny","2654","Počet turistů","154","1","86","203","2013","65","5301","Česká Třebová"
"761132861","5741","verejny","2654","Počet turistů","154","1","86","203","2013","65","5302","Hlinsko"
"761366282","4659","verejny","2654","Počet turistů","154","1","86","203","2013","65","5303","Holice"
"760998193","71850","verejny","2654","Počet turistů","154","1","86","203","2013","65","5304","Chrudim"
"760689033","43336","verejny","2654","Počet turistů","154","1","86","203","2013","65","5305","Králíky"
"761235816","11200","verejny","2654","Počet turistů","154","1","86","203","2013","65","5306","Lanškroun"
"760681452","16978","verejny","2654","Počet turistů","154","1","86","203","2013","65","5307","Litomyšl"
"760681453","7889","verejny","2654","Počet turistů","154","1","86","203","2013","65","5308","Moravská Třebová"
"760666477","73046","verejny","2654","Počet turistů","154","1","86","203","2013","65","5309","Pardubice"
"761132461","10339","verejny","2654","Počet turistů","154","1","86","203","2013","65","5310","Polička"
"760687981","14791","verejny","2654","Počet turistů","154","1","86","203","2013","65","5311","Přelouč"
"760689034","6582","verejny","2654","Počet turistů","154","1","86","203","2013","65","5312","Svitavy"
"760681454","9586","verejny","2654","Počet turistů","154","1","86","203","2013","65","5313","Ústí nad Orlicí"
"760689035","6960","verejny","2654","Počet turistů","154","1","86","203","2013","65","5314","Vysoké Mýto"
"760680484","29136","verejny","2654","Počet turistů","154","1","86","203","2013","65","5315","Žamberk"
"760884197","21336","verejny","2654","Počet turistů","154","1","86","203","2013","65","6101","Bystřice nad Pernštejnem"
"760871809","25731","verejny","2654","Počet turistů","154","1","86","203","2013","65","6102","Havlíčkův Brod"
"761000231","22002","verejny","2654","Počet turistů","154","1","86","203","2013","65","6103","Humpolec"
"761119738","13339","verejny","2654","Počet turistů","154","1","86","203","2013","65","6104","Chotěboř"
"761240001","46215","verejny","2654","Počet turistů","154","1","86","203","2013","65","6105","Jihlava"
"761238784","5929","verejny","2654","Počet turistů","154","1","86","203","2013","65","6106","Moravské Budějovice"
"760703768","11440","verejny","2654","Počet turistů","154","1","86","203","2013","65","6107","Náměšť nad Oslavou"
"761237884","77191","verejny","2654","Počet turistů","154","1","86","203","2013","65","6108","Nové Město na Moravě"
"760718805","2347","verejny","2654","Počet turistů","154","1","86","203","2013","65","6109","Pacov"
"760977971","32278","verejny","2654","Počet turistů","154","1","86","203","2013","65","6110","Pelhřimov"
"761001110","14033","verejny","2654","Počet turistů","154","1","86","203","2013","65","6111","Světlá nad Sázavou"
"760666478","19978","verejny","2654","Počet turistů","154","1","86","203","2013","65","6112","Telč"
"760703769","39704","verejny","2654","Počet turistů","154","1","86","203","2013","65","6113","Třebíč"
"761361748","14824","verejny","2654","Počet turistů","154","1","86","203","2013","65","6114","Velké Meziříčí"
"761098901","34889","verejny","2654","Počet turistů","154","1","86","203","2013","65","6115","Žďár nad Sázavou"
"761214916","56214","verejny","2654","Počet turistů","154","1","86","203","2013","65","6201","Blansko"
"761364318","32207","verejny","2654","Počet turistů","154","1","86","203","2013","65","6202","Boskovice"
"761114863","217479","verejny","2654","Počet turistů","154","1","86","203","2013","65","6203","Brno"
"760881524","97576","verejny","2654","Počet turistů","154","1","86","203","2013","65","6204","Břeclav"
"760999040","4138","verejny","2654","Počet turistů","154","1","86","203","2013","65","6205","Bučovice"
"761094889","35886","verejny","2654","Počet turistů","154","1","86","203","2013","65","6206","Hodonín"
"760869148","48905","verejny","2654","Počet turistů","154","1","86","203","2013","65","6207","Hustopeče"
"760996185","5040","verejny","2654","Počet turistů","154","1","86","203","2013","65","6208","Ivančice"
"761130595","10147","verejny","2654","Počet turistů","154","1","86","203","2013","65","6209","Kuřim"
"760703839","19591","verejny","2654","Počet turistů","154","1","86","203","2013","65","6210","Kyjov"
"761364319","61240","verejny","2654","Počet turistů","154","1","86","203","2013","65","6211","Mikulov"
"761219910","4827","verejny","2654","Počet turistů","154","1","86","203","2013","65","6212","Moravský Krumlov"
"760666521","84757","verejny","2654","Počet turistů","154","1","86","203","2013","65","6213","Pohořelice"
"760977981","21057","verejny","2654","Počet turistů","154","1","86","203","2013","65","6214","Rosice"
"760711878","6942","verejny","2654","Počet turistů","154","1","86","203","2013","65","6215","Slavkov u Brna"
"760980027","14252","verejny","2654","Počet turistů","154","1","86","203","2013","65","6216","Šlapanice"
"761009636","17049","verejny","2654","Počet turistů","154","1","86","203","2013","65","6217","Tišnov"
"760703840","27892","verejny","2654","Počet turistů","154","1","86","203","2013","65","6218","Veselí nad Moravou"
"760681504","21748","verejny","2654","Počet turistů","154","1","86","203","2013","65","6219","Vyškov"
"761098913","130288","verejny","2654","Počet turistů","154","1","86","203","2013","65","6220","Znojmo"
"760871353","4685","verejny","2654","Počet turistů","154","1","86","203","2013","65","6221","Židlochovice"
"761100903","25299","verejny","2654","Počet turistů","154","1","86","203","2013","65","7101","Hranice"
"760666522","114580","verejny","2654","Počet turistů","154","1","86","203","2013","65","7102","Jeseník"
"760868937","1344","verejny","2654","Počet turistů","154","1","86","203","2013","65","7103","Konice"
"761371558","4764","verejny","2654","Počet turistů","154","1","86","203","2013","65","7104","Lipník nad Bečvou"
"760869149","4475","verejny","2654","Počet turistů","154","1","86","203","2013","65","7105","Litovel"
"760710660","5284","verejny","2654","Počet turistů","154","1","86","203","2013","65","7106","Mohelnice"
"760979052","75975","verejny","2654","Počet turistů","154","1","86","203","2013","65","7107","Olomouc"
"761131573","29037","verejny","2654","Počet turistů","154","1","86","203","2013","65","7108","Prostějov"
"761120967","23535","verejny","2654","Počet turistů","154","1","86","203","2013","65","7109","Přerov"
"761115844","7274","verejny","2654","Počet turistů","154","1","86","203","2013","65","7110","Šternberk"
"760696950","101425","verejny","2654","Počet turistů","154","1","86","203","2013","65","7111","Šumperk"
"760689136","4867","verejny","2654","Počet turistů","154","1","86","203","2013","65","7112","Uničov"
"761001036","6576","verejny","2654","Počet turistů","154","1","86","203","2013","65","7113","Zábřeh"
"760673738","25618","verejny","2654","Počet turistů","154","1","86","203","2013","65","7201","Bystřice pod Hostýnem"
"760994102","866","verejny","2654","Počet turistů","154","1","86","203","2013","65","7202","Holešov"
"760703841","24022","verejny","2654","Počet turistů","154","1","86","203","2013","65","7203","Kroměříž"
"760874223","126193","verejny","2654","Počet turistů","154","1","86","203","2013","65","7204","Luhačovice"
"761009641","13222","verejny","2654","Počet turistů","154","1","86","203","2013","65","7205","Otrokovice"
"760711879","94177","verejny","2654","Počet turistů","154","1","86","203","2013","65","7206","Rožnov pod Radhoštěm"
"760681560","39780","verejny","2654","Počet turistů","154","1","86","203","2013","65","7207","Uherské Hradiště"
"761214921","13132","verejny","2654","Počet turistů","154","1","86","203","2013","65","7208","Uherský Brod"
"761117933","9550","verejny","2654","Počet turistů","154","1","86","203","2013","65","7209","Valašské Klobouky"
"761114868","6182","verejny","2654","Počet turistů","154","1","86","203","2013","65","7210","Valašské Meziříčí"
"761250476","16585","verejny","2654","Počet turistů","154","1","86","203","2013","65","7211","Vizovice"
"760711880","80184","verejny","2654","Počet turistů","154","1","86","203","2013","65","7212","Vsetín"
"761130604","45083","verejny","2654","Počet turistů","154","1","86","203","2013","65","7213","Zlín"
"760881525","3490","verejny","2654","Počet turistů","154","1","86","203","2013","65","8101","Bílovec"
"761215789","2837","verejny","2654","Počet turistů","154","1","86","203","2013","65","8102","Bohumín"
"760696951","41857","verejny","2654","Počet turistů","154","1","86","203","2013","65","8103","Bruntál"
"761371559","3132","verejny","2654","Počet turistů","154","1","86","203","2013","65","8104","Český Těšín"
"760874224","22998","verejny","2654","Počet turistů","154","1","86","203","2013","65","8105","Frenštát pod Radhoštěm"
"760881526","42371","verejny","2654","Počet turistů","154","1","86","203","2013","65","8106","Frýdek-Místek"
"760976082","80318","verejny","2654","Počet turistů","154","1","86","203","2013","65","8107","Frýdlant nad Ostravicí"
"761356633","11779","verejny","2654","Počet turistů","154","1","86","203","2013","65","8108","Havířov"
"760665962","3734","verejny","2654","Počet turistů","154","1","86","203","2013","65","8109","Hlučín"
"760711881","26467","verejny","2654","Počet turistů","154","1","86","203","2013","65","8110","Jablunkov"
"760886628","14278","verejny","2654","Počet turistů","154","1","86","203","2013","65","8111","Karviná"
"760696952","14458","verejny","2654","Počet turistů","154","1","86","203","2013","65","8112","Kopřivnice"
"761361477","","duverny","2654","Počet turistů","154","1","86","203","2013","65","8113","Kravaře"
"760878877","10620","verejny","2654","Počet turistů","154","1","86","203","2013","65","8114","Krnov"
"761253796","13392","verejny","2654","Počet turistů","154","1","86","203","2013","65","8115","Nový Jičín"
"760711882","8905","verejny","2654","Počet turistů","154","1","86","203","2013","65","8116","Odry"
"760871592","22527","verejny","2654","Počet turistů","154","1","86","203","2013","65","8117","Opava"
"760886629","","duverny","2654","Počet turistů","154","1","86","203","2013","65","8118","Orlová"
"760871593","120687","verejny","2654","Počet turistů","154","1","86","203","2013","65","8119","Ostrava"
"760703842","57778","verejny","2654","Počet turistů","154","1","86","203","2013","65","8120","Rýmařov"
"760876678","22228","verejny","2654","Počet turistů","154","1","86","203","2013","65","8121","Třinec"
"761115704","14476","verejny","2654","Počet turistů","154","1","86","203","2013","65","8122","Vítkov"
"761430392","150521","verejny","2654","Počet turistů","154","1","86","203","2013","72","1101","Praha 1"
"761429141","58392","verejny","2654","Počet turistů","154","1","86","203","2013","72","1102","Praha 2"
"761433568","50134","verejny","2654","Počet turistů","154","1","86","203","2013","72","1103","Praha 3"
"761437882","91593","verejny","2654","Počet turistů","154","1","86","203","2013","72","1104","Praha 4"
"761429012","76727","verejny","2654","Počet turistů","154","1","86","203","2013","72","1105","Praha 5"
